STATUS_ID,STATUS_NAME,END_STATUS,ACCOUNT_NUMBER
221,Document Received,No,10221
222,Document Received,Yes,10222
223,Document Received,Yes,10223
224,Document Received,Yes,10224
225,Document Received,No,10225
226,Document Received,Yes,10226
227,Document Received,Yes,10227
228,Document Received,Yes,10228
229,Document Received,No,10229
230,Document Received,Yes,10230
231,Document Received,Yes,10231
232,Document Received,Yes,10232
233,Document Received,Yes,10233
234,Document Received,Yes,10234
235,Document Received,No,10235
236,Document Received,Yes,10236
237,Document Received,No,10237
238,Document Received,Yes,10238
239,Document Received,No,10239
240,Document Received,Yes,10240
241,Document Received,No,10241
242,Document Received,No,10242
243,Document Received,No,10243
244,Document Received,Yes,10244
245,Document Received,Yes,10245
246,Document Received,Yes,10246
247,Document Received,No,10247
248,Document Received,Yes,10248
249,Document Received,Yes,10249
250,Document Received,No,10250
251,Document Received,Yes,10251
252,Document Received,Yes,10252
253,Document Received,No,10253
254,Document Received,Yes,10254
255,Document Received,No,10255
256,Document Received,Yes,10256
257,Document Received,No,10257
258,Document Received,No,10258
259,Document Received,Yes,10259
260,Document Received,Yes,10260
261,Document Received,No,10261
262,Document Received,Yes,10262
263,Document Received,Yes,10263
264,Document Received,Yes,10264
265,Document Received,Yes,10265
266,Document Received,No,10266
267,Document Received,Yes,10267
268,Document Received,No,10268
269,Document Received,Yes,10269
270,Document Received,Yes,10270
271,Document Received,Yes,10271
272,Document Received,Yes,10272
273,Document Received,Yes,10273
274,Document Received,Yes,10274
275,Document Received,Yes,10275
276,Document Received,No,10276
277,Document Received,Yes,10277
278,Document Received,Yes,10278
279,Document Received,Yes,10279
280,Document Received,No,10280
281,Document Received,Yes,10281
282,Document Received,Yes,10282
283,Document Received,No,10283
284,Document Received,No,10284
285,Document Received,No,10285
286,Document Received,Yes,10286
287,Document Received,Yes,10287
288,Document Received,No,10288
289,Document Received,No,10289
290,Document Received,No,10290
291,Document Received,Yes,10291
292,Document Received,Yes,10292
293,Document Received,Yes,10293
294,Document Received,Yes,10294
295,Document Received,Yes,10295
296,Document Received,No,10296
297,Document Received,No,10297
298,Document Received,No,10298
299,Document Received,Yes,10299
300,Document Received,No,10300
301,Document Received,No,10301
302,Document Received,Yes,10302
303,Document Received,No,10303
304,Document Received,No,10304
305,Document Received,Yes,10305
306,Document Received,No,10306
307,Document Received,No,10307
308,Document Received,No,10308
309,Document Received,No,10309
310,Document Received,Yes,10310
311,Document Received,Yes,10311
312,Document Received,Yes,10312
313,Document Received,No,10313
314,Document Received,No,10314
315,Document Received,Yes,10315
316,Document Received,Yes,10316
317,Document Received,No,10317
318,Document Received,No,10318
319,Document Received,No,10319
320,Document Received,No,10320
321,Document Received,No,10321
322,Document Received,Yes,10322
323,Document Received,No,10323
324,Document Received,Yes,10324
325,Document Received,Yes,10325
326,Document Received,No,10326
327,Document Received,Yes,10327
328,Document Received,Yes,10328
329,Document Received,No,10329
330,Document Received,Yes,10330
331,Document Received,Yes,10331
332,Document Received,No,10332
333,Document Received,No,10333
334,Document Received,Yes,10334
335,Document Received,Yes,10335
336,Document Received,No,10336
337,Document Received,No,10337
338,Document Received,No,10338
339,Document Received,No,10339
340,Document Received,No,10340
341,Document Received,Yes,10341
342,Document Received,No,10342
343,Document Received,No,10343
344,Document Received,No,10344
345,Document Received,Yes,10345
346,Document Received,Yes,10346
347,Document Received,Yes,10347
348,Document Received,No,10348
349,Document Received,No,10349
350,Document Received,No,10350
351,Document Received,No,10351
352,Document Received,Yes,10352
353,Document Received,No,10353
354,Document Received,Yes,10354
355,Document Received,No,10355
356,Document Received,No,10356
357,Document Received,No,10357
358,Document Received,No,10358
359,Document Received,No,10359
360,Document Received,Yes,10360
361,Document Received,No,10361
362,Document Received,No,10362
363,Document Received,Yes,10363
364,Document Received,Yes,10364
365,Document Received,Yes,10365
366,Document Received,No,10366
367,Document Received,No,10367
368,Document Received,No,10368
369,Document Received,No,10369
370,Document Received,Yes,10370
371,Document Received,Yes,10371
372,Document Received,No,10372
373,Document Received,No,10373
374,Document Received,Yes,10374
375,Document Received,No,10375
376,Document Received,No,10376
377,Document Received,No,10377
378,Document Received,Yes,10378
379,Document Received,Yes,10379
380,Document Received,Yes,10380
381,Document Received,Yes,10381
382,Document Received,Yes,10382
383,Document Received,Yes,10383
384,Document Received,No,10384
385,Document Received,Yes,10385
386,Document Received,No,10386
387,Document Received,Yes,10387
388,Document Received,Yes,10388
389,Document Received,No,10389
390,Document Received,No,10390
391,Document Received,No,10391
392,Document Received,No,10392
393,Document Received,Yes,10393
394,Document Received,Yes,10394
395,Document Received,No,10395
396,Document Received,Yes,10396
397,Document Received,No,10397
398,Document Received,Yes,10398
399,Document Received,Yes,10399
400,Document Received,Yes,10400
401,Document Received,Yes,10401
402,Document Received,Yes,10402
403,Document Received,No,10403
404,Document Received,Yes,10404
405,Document Received,Yes,10405
406,Document Received,Yes,10406
407,Document Received,No,10407
408,Document Received,Yes,10408
409,Document Received,Yes,10409
410,Document Received,No,10410
411,Document Received,Yes,10411
412,Document Received,No,10412
413,Document Received,No,10413
414,Document Received,Yes,10414
415,Document Received,No,10415
416,Document Received,Yes,10416
417,Document Received,Yes,10417
418,Document Received,Yes,10418
419,Document Received,Yes,10419
420,Document Received,Yes,10420
421,Document Received,Yes,10421
422,Document Received,Yes,10422
423,Document Received,Yes,10423
424,Document Received,Yes,10424
425,Document Received,No,10425
426,Document Received,Yes,10426
427,Document Received,No,10427
428,Document Received,Yes,10428
429,Document Received,Yes,10429
430,Document Received,Yes,10430
431,Document Received,Yes,10431
432,Document Received,No,10432
433,Document Received,Yes,10433
434,Document Received,No,10434
435,Document Received,Yes,10435
436,Document Received,Yes,10436
437,Document Received,Yes,10437
438,Document Received,No,10438
439,Document Received,No,10439
440,Document Received,No,10440
441,Document Received,No,10441
442,Document Received,No,10442
443,Document Received,No,10443
444,Document Received,No,10444
445,Document Received,No,10445
446,Document Received,Yes,10446
447,Document Received,No,10447
448,Document Received,Yes,10448
449,Document Received,Yes,10449
450,Document Received,Yes,10450
451,Document Received,No,10451
452,Document Received,No,10452
453,Document Received,No,10453
454,Document Received,No,10454
455,Document Received,No,10455
456,Document Received,No,10456
457,Document Received,No,10457
458,Document Received,Yes,10458
459,Document Received,No,10459
460,Document Received,No,10460
461,Document Received,No,10461
462,Document Received,No,10462
463,Document Received,No,10463
464,Document Received,Yes,10464
465,Document Received,Yes,10465
466,Document Received,No,10466
467,Document Received,No,10467
468,Document Received,Yes,10468
469,Document Received,Yes,10469
470,Document Received,Yes,10470
471,Document Received,Yes,10471
472,Document Received,Yes,10472
473,Document Received,Yes,10473
474,Document Received,Yes,10474
475,Document Received,Yes,10475
476,Document Received,Yes,10476
477,Document Received,No,10477
478,Document Received,No,10478
479,Document Received,Yes,10479
480,Document Received,No,10480
481,Document Received,No,10481
482,Document Received,No,10482
483,Document Received,Yes,10483
484,Document Received,Yes,10484
485,Document Received,Yes,10485
486,Document Received,Yes,10486
487,Document Received,Yes,10487
488,Document Received,No,10488
489,Document Received,Yes,10489
490,Document Received,No,10490
491,Document Received,No,10491
492,Document Received,No,10492
493,Document Received,No,10493
494,Document Received,Yes,10494
495,Document Received,No,10495
496,Document Received,Yes,10496
497,Document Received,No,10497
498,Document Received,Yes,10498
499,Document Received,No,10499
500,Document Received,Yes,10500
